Lea State,LEA,School State,School,ID,Year,Category,Sex,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
FL,BREVARD,FL,LYNDON B. JOHNSON MIDDLE SCHOOL,120015000111,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,8.00,8.00,47.00,8.00,71.00,20.00,2.00,2.00
FL,BREVARD,FL,LYNDON B. JOHNSON MIDDLE SCHOOL,120015000111,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,11.00,2.00,38.00,5.00,56.00,11.00,2.00,2.00
FL,BREVARD,FL,LYNDON B. JOHNSON MIDDLE SCHOOL,120015000111,2013,Total enrollment,M,0.00,17.00,2.00,56.00,41.00,275.00,29.00,420.00,73.00,23.00,11.00
FL,BREVARD,FL,LYNDON B. JOHNSON MIDDLE SCHOOL,120015000111,2013,Total enrollment,F,0.00,8.00,0.00,44.00,35.00,263.00,26.00,376.00,46.00,8.00,8.00
FL,BREVARD,FL,EDGEWOOD JR/SR HIGH SCHOOL,120015000119,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,2.00,0.00,8.00,2.00,12.00,0.00,0.00,0.00
FL,BREVARD,FL,EDGEWOOD JR/SR HIGH SCHOOL,120015000119,2013,Students absent 15 or more school dates during school year,F,0.00,2.00,0.00,2.00,0.00,14.00,0.00,18.00,0.00,2.00,0.00
FL,BREVARD,FL,EDGEWOOD JR/SR HIGH SCHOOL,120015000119,2013,Total enrollment,M,2.00,14.00,0.00,53.00,8.00,359.00,32.00,468.00,13.00,17.00,0.00
FL,BREVARD,FL,EDGEWOOD JR/SR HIGH SCHOOL,120015000119,2013,Total enrollment,F,0.00,32.00,0.00,50.00,11.00,356.00,23.00,472.00,4.00,17.00,0.00
FL,BREVARD,FL,THOMAS JEFFERSON MIDDLE SCHOOL,120015000125,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,2.00,2.00,29.00,2.00,35.00,14.00,2.00,0.00
FL,BREVARD,FL,THOMAS JEFFERSON MIDDLE SCHOOL,120015000125,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,2.00,8.00,2.00,23.00,2.00,37.00,5.00,2.00,0.00
FL,BREVARD,FL,THOMAS JEFFERSON MIDDLE SCHOOL,120015000125,2013,Total enrollment,M,0.00,8.00,0.00,35.00,14.00,272.00,20.00,349.00,70.00,14.00,5.00
FL,BREVARD,FL,THOMAS JEFFERSON MIDDLE SCHOOL,120015000125,2013,Total enrollment,F,2.00,8.00,2.00,35.00,11.00,215.00,23.00,296.00,40.00,5.00,2.00
FL,BREVARD,FL,COCOA BEACH JUNIOR/SENIOR HIGH SCHOOL,120015000127,2013,Students absent 15 or more school dates during school year,M,0.00,2.00,0.00,5.00,2.00,68.00,5.00,82.00,14.00,5.00,2.00
FL,BREVARD,FL,COCOA BEACH JUNIOR/SENIOR HIGH SCHOOL,120015000127,2013,Students absent 15 or more school dates during school year,F,0.00,2.00,0.00,5.00,0.00,68.00,11.00,86.00,11.00,5.00,2.00
FL,BREVARD,FL,COCOA BEACH JUNIOR/SENIOR HIGH SCHOOL,120015000127,2013,Total enrollment,M,0.00,17.00,2.00,62.00,17.00,476.00,35.00,609.00,64.00,17.00,8.00
FL,BREVARD,FL,COCOA BEACH JUNIOR/SENIOR HIGH SCHOOL,120015000127,2013,Total enrollment,F,0.00,20.00,2.00,59.00,11.00,425.00,41.00,558.00,37.00,14.00,5.00
FL,BREVARD,FL,DELAURA MIDDLE SCHOOL,120015000132,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,2.00,0.00,29.00,5.00,36.00,8.00,5.00,0.00
FL,BREVARD,FL,DELAURA MIDDLE SCHOOL,120015000132,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,8.00,0.00,26.00,2.00,36.00,2.00,2.00,0.00
FL,BREVARD,FL,DELAURA MIDDLE SCHOOL,120015000132,2013,Total enrollment,M,0.00,11.00,0.00,38.00,8.00,293.00,32.00,382.00,49.00,23.00,2.00
FL,BREVARD,FL,DELAURA MIDDLE SCHOOL,120015000132,2013,Total enrollment,F,2.00,5.00,0.00,53.00,14.00,266.00,20.00,360.00,25.00,11.00,2.00
FL,BREVARD,FL,HERBERT C. HOOVER MIDDLE SCHOOL,120015000138,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,2.00,0.00,47.00,2.00,51.00,8.00,2.00,0.00
FL,BREVARD,FL,HERBERT C. HOOVER MIDDLE SCHOOL,120015000138,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,2.00,0.00,14.00,0.00,16.00,2.00,2.00,0.00
FL,BREVARD,FL,HERBERT C. HOOVER MIDDLE SCHOOL,120015000138,2013,Total enrollment,M,2.00,2.00,0.00,29.00,5.00,251.00,14.00,303.00,37.00,14.00,2.00
