Lea State,LEA,School State,School,ID,Year,Category,Sex,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,BAY-BROOK ELEMENTARY,240009000154,2013,Students absent 15 or more school dates during school year,M,0.00,2.00,0.00,11.00,98.00,5.00,0.00,116.00,26.00,5.00,8.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,BAY-BROOK ELEMENTARY,240009000154,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,11.00,86.00,2.00,0.00,99.00,11.00,2.00,8.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,BAY-BROOK ELEMENTARY,240009000154,2013,Total enrollment,M,2.00,2.00,0.00,32.00,203.00,17.00,0.00,256.00,46.00,5.00,26.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,BAY-BROOK ELEMENTARY,240009000154,2013,Total enrollment,F,0.00,0.00,0.00,32.00,206.00,11.00,2.00,251.00,19.00,5.00,17.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,BEECHFIELD ELEMENTARY,240009000155,2013,Students absent 15 or more school dates during school year,M,2.00,0.00,0.00,5.00,116.00,0.00,0.00,123.00,29.00,2.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,BEECHFIELD ELEMENTARY,240009000155,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,5.00,98.00,2.00,0.00,105.00,17.00,2.00,2.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,BEECHFIELD ELEMENTARY,240009000155,2013,Total enrollment,M,5.00,2.00,2.00,11.00,332.00,2.00,0.00,354.00,61.00,5.00,8.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,BEECHFIELD ELEMENTARY,240009000155,2013,Total enrollment,F,2.00,2.00,0.00,17.00,305.00,5.00,0.00,331.00,34.00,5.00,8.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,BOOKER T. WASHINGTON MIDDLE,240009000160,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,83.00,0.00,0.00,83.00,26.00,5.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,BOOKER T. WASHINGTON MIDDLE,240009000160,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,65.00,2.00,0.00,67.00,11.00,0.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,BOOKER T. WASHINGTON MIDDLE,240009000160,2013,Total enrollment,M,0.00,0.00,0.00,0.00,164.00,0.00,0.00,164.00,58.00,5.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,BOOKER T. WASHINGTON MIDDLE,240009000160,2013,Total enrollment,F,0.00,0.00,0.00,2.00,164.00,2.00,0.00,168.00,28.00,2.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,CALVERTON,240009000164,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,89.00,2.00,0.00,91.00,47.00,0.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,CALVERTON,240009000164,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,53.00,0.00,0.00,53.00,20.00,2.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,CALVERTON,240009000164,2013,Total enrollment,M,0.00,0.00,0.00,2.00,371.00,5.00,0.00,378.00,121.00,2.00,2.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,CALVERTON,240009000164,2013,Total enrollment,F,2.00,0.00,0.00,5.00,284.00,5.00,0.00,296.00,49.00,2.00,2.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,DR. CARTER GODWIN WOODSON,240009000167,2013,Students absent 15 or more school dates during school year,M,2.00,0.00,0.00,2.00,83.00,2.00,0.00,89.00,14.00,2.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,DR. CARTER GODWIN WOODSON,240009000167,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,5.00,56.00,0.00,0.00,61.00,8.00,2.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,DR. CARTER GODWIN WOODSON,240009000167,2013,Total enrollment,M,2.00,2.00,0.00,8.00,209.00,2.00,0.00,223.00,34.00,2.00,2.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,DR. CARTER GODWIN WOODSON,240009000167,2013,Total enrollment,F,0.00,0.00,2.00,11.00,149.00,2.00,0.00,164.00,16.00,2.00,2.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,CHERRY HILL ELEMENTARY/MIDDLE,240009000171,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,107.00,0.00,0.00,107.00,32.00,2.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,CHERRY HILL ELEMENTARY/MIDDLE,240009000171,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,2.00,89.00,2.00,0.00,93.00,14.00,2.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,CHERRY HILL ELEMENTARY/MIDDLE,240009000171,2013,Total enrollment,M,0.00,0.00,0.00,2.00,218.00,0.00,0.00,220.00,46.00,5.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,CHERRY HILL ELEMENTARY/MIDDLE,240009000171,2013,Total enrollment,F,0.00,0.00,0.00,2.00,206.00,5.00,0.00,213.00,22.00,2.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,BALTIMORE I.T. ACADEMY,240009000174,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,44.00,5.00,0.00,49.00,23.00,2.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,BALTIMORE I.T. ACADEMY,240009000174,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,38.00,2.00,0.00,40.00,5.00,2.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,BALTIMORE I.T. ACADEMY,240009000174,2013,Total enrollment,M,2.00,0.00,0.00,2.00,185.00,5.00,2.00,196.00,67.00,11.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,BALTIMORE I.T. ACADEMY,240009000174,2013,Total enrollment,F,0.00,0.00,0.00,0.00,122.00,2.00,0.00,124.00,10.00,2.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,CITY NEIGHBORS CHARTER SCHOOL,240009001478,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,2.00,2.00,5.00,0.00,9.00,2.00,0.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,CITY NEIGHBORS CHARTER SCHOOL,240009001478,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,2.00,2.00,5.00,0.00,9.00,2.00,0.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,CITY NEIGHBORS CHARTER SCHOOL,240009001478,2013,Total enrollment,M,0.00,0.00,0.00,2.00,59.00,47.00,2.00,110.00,34.00,5.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,CITY NEIGHBORS CHARTER SCHOOL,240009001478,2013,Total enrollment,F,0.00,2.00,0.00,2.00,56.00,44.00,5.00,109.00,22.00,0.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,PATTERSON PARK PUBLIC CHARTER SCHOOL,240009001480,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,2.00,41.00,2.00,0.00,45.00,8.00,2.00,2.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,PATTERSON PARK PUBLIC CHARTER SCHOOL,240009001480,2013,Students absent 15 or more school dates during school year,F,2.00,0.00,0.00,5.00,44.00,5.00,2.00,58.00,11.00,2.00,2.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,PATTERSON PARK PUBLIC CHARTER SCHOOL,240009001480,2013,Total enrollment,M,2.00,0.00,2.00,77.00,188.00,38.00,11.00,318.00,55.00,8.00,65.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,PATTERSON PARK PUBLIC CHARTER SCHOOL,240009001480,2013,Total enrollment,F,2.00,2.00,2.00,86.00,206.00,50.00,8.00,356.00,28.00,5.00,56.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,SOUTHWEST BALTIMORE CHARTER SCHOOL,240009001527,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,2.00,50.00,5.00,0.00,57.00,26.00,8.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,SOUTHWEST BALTIMORE CHARTER SCHOOL,240009001527,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,2.00,35.00,5.00,0.00,42.00,8.00,2.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,SOUTHWEST BALTIMORE CHARTER SCHOOL,240009001527,2013,Total enrollment,M,0.00,0.00,0.00,2.00,188.00,20.00,2.00,212.00,52.00,14.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,SOUTHWEST BALTIMORE CHARTER SCHOOL,240009001527,2013,Total enrollment,F,0.00,2.00,2.00,2.00,182.00,23.00,2.00,213.00,31.00,5.00,2.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,INNER HARBOR EAST ACADEMY,240009001528,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,2.00,59.00,0.00,0.00,61.00,11.00,5.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,INNER HARBOR EAST ACADEMY,240009001528,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,47.00,0.00,0.00,47.00,2.00,2.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,INNER HARBOR EAST ACADEMY,240009001528,2013,Total enrollment,M,0.00,0.00,0.00,5.00,164.00,0.00,0.00,169.00,19.00,8.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,INNER HARBOR EAST ACADEMY,240009001528,2013,Total enrollment,F,0.00,0.00,0.00,2.00,158.00,0.00,0.00,160.00,13.00,2.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,MD ACADEMY OF TECHNOLOGY AND HEALTH SCIENCES,240009001538,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,2.00,77.00,2.00,0.00,81.00,26.00,0.00,2.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,MD ACADEMY OF TECHNOLOGY AND HEALTH SCIENCES,240009001538,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,2.00,83.00,0.00,0.00,85.00,23.00,2.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,MD ACADEMY OF TECHNOLOGY AND HEALTH SCIENCES,240009001538,2013,Total enrollment,M,0.00,2.00,0.00,2.00,197.00,2.00,0.00,203.00,52.00,5.00,2.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,MD ACADEMY OF TECHNOLOGY AND HEALTH SCIENCES,240009001538,2013,Total enrollment,F,0.00,0.00,0.00,2.00,176.00,0.00,0.00,178.00,37.00,5.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,EMPOWERMENT ACADEMY,240009001558,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,26.00,0.00,0.00,26.00,2.00,0.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,EMPOWERMENT ACADEMY,240009001558,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,29.00,0.00,0.00,29.00,2.00,2.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,EMPOWERMENT ACADEMY,240009001558,2013,Total enrollment,M,0.00,0.00,0.00,0.00,125.00,0.00,0.00,125.00,13.00,8.00,0.00
MD,BALTIMORE CITY PUBLIC SCHOOLS,MD,EMPOWERMENT ACADEMY,240009001558,2013,Total enrollment,F,0.00,0.00,0.00,2.00,131.00,0.00,0.00,133.00,4.00,5.00,0.00
MD,Anne Arundel County Public Schools,MD,Marley Glen School,240006000094,2015,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,8.00,23.00,2.00,33.00,32.00,0.00,0.00
MD,Anne Arundel County Public Schools,MD,Marley Glen School,240006000094,2015,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,2.00,5.00,14.00,0.00,21.00,14.00,0.00,0.00
MD,Anne Arundel County Public Schools,MD,Marley Glen School,240006000094,2015,Total enrollment,M,2.00,2.00,0.00,2.00,8.00,32.00,2.00,48.00,37.00,0.00,0.00
MD,Anne Arundel County Public Schools,MD,Marley Glen School,240006000094,2015,Total enrollment,F,0.00,0.00,0.00,2.00,8.00,17.00,2.00,29.00,16.00,0.00,0.00
MD,Anne Arundel County Public Schools,MD,Marley Middle,240006000095,2015,Students absent 15 or more school dates during school year,M,0.00,2.00,2.00,8.00,32.00,50.00,2.00,96.00,23.00,14.00,2.00
MD,Anne Arundel County Public Schools,MD,Marley Middle,240006000095,2015,Students absent 15 or more school dates during school year,F,2.00,0.00,0.00,11.00,17.00,50.00,8.00,88.00,5.00,5.00,0.00
MD,Anne Arundel County Public Schools,MD,Marley Middle,240006000095,2015,Total enrollment,M,2.00,14.00,2.00,68.00,134.00,203.00,14.00,437.00,79.00,44.00,26.00
MD,Anne Arundel County Public Schools,MD,Marley Middle,240006000095,2015,Total enrollment,F,2.00,11.00,2.00,62.00,119.00,167.00,32.00,395.00,31.00,11.00,11.00
