Lea State,LEA,School State,School,ID,Year,Category,Sex,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
ND,FORDVILLE-LANKIN 5,ND,FORDVILLE-LANKIN HIGH SCHOOL,380005600225,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,2.00,0.00,0.00
ND,FORDVILLE-LANKIN 5,ND,FORDVILLE-LANKIN HIGH SCHOOL,380005600225,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00
ND,FORDVILLE-LANKIN 5,ND,FORDVILLE-LANKIN HIGH SCHOOL,380005600225,2013,Total enrollment,M,0.00,0.00,0.00,0.00,0.00,26.00,0.00,26.00,7.00,0.00,0.00
ND,FORDVILLE-LANKIN 5,ND,FORDVILLE-LANKIN HIGH SCHOOL,380005600225,2013,Total enrollment,F,0.00,0.00,0.00,0.00,0.00,23.00,0.00,23.00,0.00,0.00,0.00
ND,ASHLEY 9,ND,ASHLEY ELEMENTARY SCHOOL,380217000013,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ND,ASHLEY 9,ND,ASHLEY ELEMENTARY SCHOOL,380217000013,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ND,ASHLEY 9,ND,ASHLEY ELEMENTARY SCHOOL,380217000013,2013,Total enrollment,M,0.00,2.00,0.00,0.00,0.00,62.00,0.00,64.00,0.00,0.00,0.00
ND,ASHLEY 9,ND,ASHLEY ELEMENTARY SCHOOL,380217000013,2013,Total enrollment,F,2.00,2.00,0.00,0.00,0.00,65.00,0.00,69.00,0.00,0.00,2.00
ND,ASHLEY 9,ND,ASHLEY HIGH SCHOOL,380217000014,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ND,ASHLEY 9,ND,ASHLEY HIGH SCHOOL,380217000014,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00
ND,ASHLEY 9,ND,ASHLEY HIGH SCHOOL,380217000014,2013,Total enrollment,M,0.00,2.00,0.00,0.00,0.00,68.00,0.00,70.00,0.00,0.00,0.00
ND,ASHLEY 9,ND,ASHLEY HIGH SCHOOL,380217000014,2013,Total enrollment,F,0.00,2.00,0.00,0.00,0.00,56.00,0.00,58.00,0.00,0.00,0.00
ND,BAKKER 10,ND,BAKKER ELEMENTARY SCHOOL,380224000016,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ND,BAKKER 10,ND,BAKKER ELEMENTARY SCHOOL,380224000016,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ND,BAKKER 10,ND,BAKKER ELEMENTARY SCHOOL,380224000016,2013,Total enrollment,M,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00
ND,BAKKER 10,ND,BAKKER ELEMENTARY SCHOOL,380224000016,2013,Total enrollment,F,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00
ND,BEACH 3,ND,BEACH HIGH SCHOOL,380238000023,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,0.00,11.00,0.00,11.00,0.00,0.00,0.00
ND,BEACH 3,ND,BEACH HIGH SCHOOL,380238000023,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,0.00,8.00,0.00,8.00,0.00,0.00,0.00
ND,BEACH 3,ND,BEACH HIGH SCHOOL,380238000023,2013,Total enrollment,M,0.00,0.00,0.00,0.00,0.00,80.00,0.00,80.00,0.00,0.00,0.00
ND,BEACH 3,ND,BEACH HIGH SCHOOL,380238000023,2013,Total enrollment,F,0.00,0.00,0.00,0.00,0.00,71.00,0.00,71.00,0.00,0.00,0.00
ND,BEACH 3,ND,LINCOLN ELEMENTARY SCHOOL,380238000024,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00
