Lea State,LEA,School State,School,ID,Year,Category,Sex,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
DE,RED CLAY CONSOLIDATED SCHOOL DISTRICT,DE,DUPONT (H.B.) MIDDLE SCHOOL,100130000269,2013,Students absent 15 or more school dates during school year,M,0.00,2.00,0.00,23.00,50.00,11.00,0.00,86.00,23.00,5.00,8.00
DE,RED CLAY CONSOLIDATED SCHOOL DISTRICT,DE,DUPONT (H.B.) MIDDLE SCHOOL,100130000269,2013,Students absent 15 or more school dates during school year,F,2.00,2.00,0.00,20.00,50.00,14.00,0.00,88.00,14.00,2.00,2.00
DE,RED CLAY CONSOLIDATED SCHOOL DISTRICT,DE,DUPONT (H.B.) MIDDLE SCHOOL,100130000269,2013,Total enrollment,M,0.00,44.00,0.00,95.00,116.00,158.00,5.00,418.00,55.00,14.00,17.00
DE,RED CLAY CONSOLIDATED SCHOOL DISTRICT,DE,DUPONT (H.B.) MIDDLE SCHOOL,100130000269,2013,Total enrollment,F,2.00,38.00,0.00,92.00,122.00,155.00,2.00,411.00,46.00,8.00,14.00
DE,RED CLAY CONSOLIDATED SCHOOL DISTRICT,DE,CONRAD SCHOOLS OF SCIENCE,100130000270,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,8.00,2.00,20.00,2.00,32.00,2.00,2.00,2.00
DE,RED CLAY CONSOLIDATED SCHOOL DISTRICT,DE,CONRAD SCHOOLS OF SCIENCE,100130000270,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,11.00,8.00,44.00,2.00,65.00,5.00,2.00,5.00
DE,RED CLAY CONSOLIDATED SCHOOL DISTRICT,DE,CONRAD SCHOOLS OF SCIENCE,100130000270,2013,Total enrollment,M,0.00,29.00,0.00,113.00,53.00,407.00,5.00,607.00,22.00,32.00,59.00
DE,RED CLAY CONSOLIDATED SCHOOL DISTRICT,DE,CONRAD SCHOOLS OF SCIENCE,100130000270,2013,Total enrollment,F,2.00,14.00,0.00,107.00,77.00,344.00,5.00,549.00,10.00,20.00,35.00
DE,RED CLAY CONSOLIDATED SCHOOL DISTRICT,DE,DUPONT (ALEXIS I.) MIDDLE SCHOOL,100130000272,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,29.00,35.00,5.00,0.00,69.00,23.00,2.00,11.00
DE,RED CLAY CONSOLIDATED SCHOOL DISTRICT,DE,DUPONT (ALEXIS I.) MIDDLE SCHOOL,100130000272,2013,Students absent 15 or more school dates during school year,F,2.00,0.00,0.00,35.00,35.00,5.00,0.00,77.00,17.00,2.00,14.00
DE,RED CLAY CONSOLIDATED SCHOOL DISTRICT,DE,DUPONT (ALEXIS I.) MIDDLE SCHOOL,100130000272,2013,Total enrollment,M,0.00,2.00,0.00,110.00,107.00,26.00,0.00,245.00,52.00,8.00,44.00
DE,RED CLAY CONSOLIDATED SCHOOL DISTRICT,DE,DUPONT (ALEXIS I.) MIDDLE SCHOOL,100130000272,2013,Total enrollment,F,2.00,2.00,0.00,110.00,107.00,23.00,2.00,246.00,31.00,5.00,35.00
DE,RED CLAY CONSOLIDATED SCHOOL DISTRICT,DE,CENTRAL SCHOOL (THE),100130000324,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DE,RED CLAY CONSOLIDATED SCHOOL DISTRICT,DE,CENTRAL SCHOOL (THE),100130000324,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DE,RED CLAY CONSOLIDATED SCHOOL DISTRICT,DE,CENTRAL SCHOOL (THE),100130000324,2013,Total enrollment,M,0.00,0.00,0.00,32.00,56.00,29.00,0.00,117.00,91.00,0.00,23.00
DE,RED CLAY CONSOLIDATED SCHOOL DISTRICT,DE,CENTRAL SCHOOL (THE),100130000324,2013,Total enrollment,F,0.00,2.00,0.00,17.00,23.00,11.00,0.00,53.00,46.00,0.00,14.00
DE,SEAFORD SCHOOL DISTRICT,DE,SEAFORD MIDDLE SCHOOL,100153000156,2013,Students absent 15 or more school dates during school year,M,0.00,2.00,0.00,8.00,35.00,56.00,5.00,106.00,26.00,5.00,5.00
DE,SEAFORD SCHOOL DISTRICT,DE,SEAFORD MIDDLE SCHOOL,100153000156,2013,Students absent 15 or more school dates during school year,F,2.00,2.00,0.00,11.00,47.00,47.00,2.00,111.00,26.00,2.00,0.00
DE,SEAFORD SCHOOL DISTRICT,DE,SEAFORD MIDDLE SCHOOL,100153000156,2013,Total enrollment,M,2.00,8.00,0.00,77.00,128.00,206.00,14.00,435.00,94.00,8.00,29.00
DE,SEAFORD SCHOOL DISTRICT,DE,SEAFORD MIDDLE SCHOOL,100153000156,2013,Total enrollment,F,2.00,5.00,0.00,56.00,161.00,167.00,14.00,405.00,67.00,11.00,14.00
DE,SMYRNA SCHOOL DISTRICT,DE,SMYRNA MIDDLE SCHOOL,100162000141,2013,Students absent 15 or more school dates during school year,M,0.00,2.00,0.00,0.00,5.00,23.00,2.00,32.00,14.00,0.00,0.00
DE,SMYRNA SCHOOL DISTRICT,DE,SMYRNA MIDDLE SCHOOL,100162000141,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,5.00,23.00,2.00,30.00,5.00,2.00,0.00
DE,SMYRNA SCHOOL DISTRICT,DE,SMYRNA MIDDLE SCHOOL,100162000141,2013,Total enrollment,M,2.00,11.00,0.00,17.00,119.00,263.00,2.00,414.00,85.00,23.00,0.00
DE,SMYRNA SCHOOL DISTRICT,DE,SMYRNA MIDDLE SCHOOL,100162000141,2013,Total enrollment,F,2.00,8.00,0.00,20.00,95.00,251.00,5.00,381.00,37.00,11.00,2.00
DE,Dept. of Svs. for Children Youth & Their Families,DE,NCC Detention Center,100002200260,2015,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DE,Dept. of Svs. for Children Youth & Their Families,DE,NCC Detention Center,100002200260,2015,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DE,Dept. of Svs. for Children Youth & Their Families,DE,NCC Detention Center,100002200260,2015,Total enrollment,M,0.00,0.00,0.00,20.00,125.00,47.00,0.00,192.00,118.00,0.00,0.00
DE,Dept. of Svs. for Children Youth & Their Families,DE,NCC Detention Center,100002200260,2015,Total enrollment,F,0.00,0.00,0.00,5.00,59.00,26.00,0.00,90.00,25.00,0.00,0.00
DE,Dept. of Svs. for Children Youth & Their Families,DE,PSI-Education,100002200377,2015,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DE,Dept. of Svs. for Children Youth & Their Families,DE,PSI-Education,100002200377,2015,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DE,Dept. of Svs. for Children Youth & Their Families,DE,PSI-Education,100002200377,2015,Total enrollment,M,0.00,0.00,0.00,0.00,5.00,5.00,0.00,10.00,10.00,0.00,0.00
DE,Dept. of Svs. for Children Youth & Their Families,DE,PSI-Education,100002200377,2015,Total enrollment,F,0.00,0.00,0.00,0.00,2.00,2.00,0.00,4.00,4.00,0.00,0.00
DE,Family Foundations Academy,DE,Family Foundations Academy,100002400256,2015,Students absent 15 or more school dates during school year,M,2.00,2.00,2.00,11.00,116.00,8.00,0.00,141.00,0.00,0.00,2.00
DE,Family Foundations Academy,DE,Family Foundations Academy,100002400256,2015,Students absent 15 or more school dates during school year,F,2.00,0.00,2.00,20.00,122.00,8.00,0.00,154.00,0.00,0.00,5.00
DE,Family Foundations Academy,DE,Family Foundations Academy,100002400256,2015,Total enrollment,M,2.00,8.00,2.00,35.00,311.00,26.00,2.00,386.00,61.00,0.00,11.00
DE,Family Foundations Academy,DE,Family Foundations Academy,100002400256,2015,Total enrollment,F,5.00,5.00,8.00,44.00,332.00,29.00,0.00,423.00,31.00,0.00,8.00
DE,Odyssey Charter School,DE,Odyssey Charter School,100002600259,2015,Students absent 15 or more school dates during school year,M,0.00,5.00,0.00,2.00,8.00,23.00,0.00,38.00,5.00,2.00,0.00
DE,Odyssey Charter School,DE,Odyssey Charter School,100002600259,2015,Students absent 15 or more school dates during school year,F,0.00,2.00,0.00,2.00,11.00,23.00,2.00,40.00,2.00,2.00,0.00
DE,Odyssey Charter School,DE,Odyssey Charter School,100002600259,2015,Total enrollment,M,0.00,41.00,2.00,38.00,113.00,365.00,8.00,567.00,70.00,17.00,2.00
DE,Odyssey Charter School,DE,Odyssey Charter School,100002600259,2015,Total enrollment,F,0.00,56.00,8.00,32.00,146.00,341.00,11.00,594.00,43.00,11.00,2.00
DE,Prestige Academy,DE,Prestige Academy,100004800338,2015,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,5.00,107.00,0.00,0.00,112.00,0.00,5.00,2.00
DE,Prestige Academy,DE,Prestige Academy,100004800338,2015,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DE,Prestige Academy,DE,Prestige Academy,100004800338,2015,Total enrollment,M,0.00,0.00,0.00,17.00,206.00,5.00,0.00,228.00,0.00,8.00,2.00
DE,Prestige Academy,DE,Prestige Academy,100004800338,2015,Total enrollment,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DE,Las Americas Aspira Academy,DE,Las Americas ASPIRA Academy,100005000342,2015,Students absent 15 or more school dates during school year,M,0.00,2.00,0.00,5.00,8.00,11.00,0.00,26.00,0.00,2.00,5.00
DE,Las Americas Aspira Academy,DE,Las Americas ASPIRA Academy,100005000342,2015,Students absent 15 or more school dates during school year,F,2.00,0.00,0.00,11.00,2.00,14.00,0.00,29.00,0.00,0.00,5.00
DE,Las Americas Aspira Academy,DE,Las Americas ASPIRA Academy,100005000342,2015,Total enrollment,M,2.00,8.00,0.00,161.00,59.00,62.00,11.00,303.00,37.00,14.00,95.00
DE,Las Americas Aspira Academy,DE,Las Americas ASPIRA Academy,100005000342,2015,Total enrollment,F,2.00,5.00,2.00,206.00,35.00,86.00,2.00,338.00,25.00,5.00,92.00
DE,Christina School District,DE,Delaware School for the Deaf,100020000210,2015,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,2.00,8.00,5.00,0.00,15.00,14.00,0.00,0.00
DE,Christina School District,DE,Delaware School for the Deaf,100020000210,2015,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,2.00,5.00,8.00,0.00,15.00,14.00,0.00,0.00
DE,Christina School District,DE,Delaware School for the Deaf,100020000210,2015,Total enrollment,M,2.00,2.00,0.00,17.00,17.00,23.00,2.00,63.00,61.00,0.00,2.00
DE,Christina School District,DE,Delaware School for the Deaf,100020000210,2015,Total enrollment,F,0.00,0.00,0.00,11.00,17.00,23.00,2.00,53.00,52.00,0.00,0.00
DE,Christina School District,DE,Bayard Middle School,100020000232,2015,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,26.00,101.00,5.00,2.00,134.00,50.00,2.00,8.00
DE,Christina School District,DE,Bayard Middle School,100020000232,2015,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,23.00,131.00,5.00,2.00,161.00,32.00,2.00,8.00
DE,Christina School District,DE,Bayard Middle School,100020000232,2015,Total enrollment,M,0.00,0.00,0.00,59.00,140.00,5.00,2.00,206.00,64.00,2.00,14.00
DE,Christina School District,DE,Bayard Middle School,100020000232,2015,Total enrollment,F,0.00,0.00,0.00,53.00,176.00,14.00,5.00,248.00,40.00,2.00,14.00
