Lea State,LEA,School State,School,ID,Year,Category,Sex,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
WV,KANAWHA COUNTY SCHOOLS,WV,LAKEWOOD ELEMENTARY SCHOOL,540060000412,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,0.00,8.00,2.00,10.00,0.00,2.00,0.00
WV,KANAWHA COUNTY SCHOOLS,WV,LAKEWOOD ELEMENTARY SCHOOL,540060000412,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,0.00,17.00,2.00,19.00,2.00,0.00,0.00
WV,KANAWHA COUNTY SCHOOLS,WV,LAKEWOOD ELEMENTARY SCHOOL,540060000412,2013,Total enrollment,M,0.00,2.00,0.00,0.00,8.00,128.00,2.00,140.00,25.00,2.00,0.00
WV,KANAWHA COUNTY SCHOOLS,WV,LAKEWOOD ELEMENTARY SCHOOL,540060000412,2013,Total enrollment,F,0.00,0.00,0.00,0.00,2.00,122.00,2.00,126.00,10.00,2.00,0.00
WV,KANAWHA COUNTY SCHOOLS,WV,MALDEN ELEMENTARY SCHOOL,540060000416,2013,Students absent 15 or more school dates during school year,M,0.00,2.00,0.00,0.00,2.00,17.00,2.00,23.00,2.00,2.00,0.00
WV,KANAWHA COUNTY SCHOOLS,WV,MALDEN ELEMENTARY SCHOOL,540060000416,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,2.00,14.00,2.00,18.00,2.00,0.00,0.00
WV,KANAWHA COUNTY SCHOOLS,WV,MALDEN ELEMENTARY SCHOOL,540060000416,2013,Total enrollment,M,0.00,2.00,0.00,0.00,23.00,77.00,2.00,104.00,16.00,5.00,0.00
WV,KANAWHA COUNTY SCHOOLS,WV,MALDEN ELEMENTARY SCHOOL,540060000416,2013,Total enrollment,F,0.00,2.00,0.00,2.00,17.00,101.00,2.00,124.00,22.00,2.00,0.00
WV,KANAWHA COUNTY SCHOOLS,WV,MARMET ELEMENTARY SCHOOL,540060000417,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,0.00,14.00,0.00,14.00,5.00,0.00,0.00
WV,KANAWHA COUNTY SCHOOLS,WV,MARMET ELEMENTARY SCHOOL,540060000417,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,0.00,11.00,2.00,13.00,2.00,0.00,0.00
WV,KANAWHA COUNTY SCHOOLS,WV,MARMET ELEMENTARY SCHOOL,540060000417,2013,Total enrollment,M,0.00,0.00,0.00,2.00,2.00,86.00,0.00,90.00,19.00,2.00,2.00
WV,KANAWHA COUNTY SCHOOLS,WV,MARMET ELEMENTARY SCHOOL,540060000417,2013,Total enrollment,F,0.00,2.00,0.00,0.00,0.00,74.00,2.00,78.00,10.00,0.00,0.00
WV,KANAWHA COUNTY SCHOOLS,WV,MARY INGLES ELEMENTARY SCHOOL,540060000419,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,2.00,8.00,2.00,12.00,2.00,0.00,0.00
WV,KANAWHA COUNTY SCHOOLS,WV,MARY INGLES ELEMENTARY SCHOOL,540060000419,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,2.00,14.00,2.00,18.00,2.00,2.00,0.00
WV,KANAWHA COUNTY SCHOOLS,WV,MARY INGLES ELEMENTARY SCHOOL,540060000419,2013,Total enrollment,M,0.00,2.00,0.00,0.00,2.00,92.00,5.00,101.00,16.00,2.00,2.00
WV,KANAWHA COUNTY SCHOOLS,WV,MARY INGLES ELEMENTARY SCHOOL,540060000419,2013,Total enrollment,F,0.00,2.00,0.00,0.00,2.00,86.00,2.00,92.00,10.00,2.00,0.00
WV,KANAWHA COUNTY SCHOOLS,WV,MCKINLEY MIDDLE SCHOOL,540060000420,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,5.00,44.00,2.00,51.00,8.00,2.00,0.00
WV,KANAWHA COUNTY SCHOOLS,WV,MCKINLEY MIDDLE SCHOOL,540060000420,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,2.00,5.00,41.00,0.00,48.00,5.00,2.00,2.00
WV,KANAWHA COUNTY SCHOOLS,WV,MCKINLEY MIDDLE SCHOOL,540060000420,2013,Total enrollment,M,0.00,2.00,0.00,2.00,17.00,167.00,2.00,190.00,22.00,14.00,5.00
WV,KANAWHA COUNTY SCHOOLS,WV,MCKINLEY MIDDLE SCHOOL,540060000420,2013,Total enrollment,F,0.00,2.00,0.00,5.00,20.00,176.00,2.00,205.00,16.00,11.00,2.00
WV,KANAWHA COUNTY SCHOOLS,WV,MIDLAND TRAIL ELEMENTARY SCHOOL,540060000421,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,0.00,23.00,2.00,25.00,2.00,2.00,0.00
WV,KANAWHA COUNTY SCHOOLS,WV,MIDLAND TRAIL ELEMENTARY SCHOOL,540060000421,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,2.00,17.00,2.00,21.00,2.00,2.00,0.00
WV,KANAWHA COUNTY SCHOOLS,WV,MIDLAND TRAIL ELEMENTARY SCHOOL,540060000421,2013,Total enrollment,M,0.00,2.00,0.00,0.00,0.00,113.00,8.00,123.00,22.00,5.00,2.00
WV,KANAWHA COUNTY SCHOOLS,WV,MIDLAND TRAIL ELEMENTARY SCHOOL,540060000421,2013,Total enrollment,F,0.00,0.00,0.00,0.00,2.00,122.00,2.00,126.00,13.00,5.00,0.00
WV,KANAWHA COUNTY SCHOOLS,WV,MONTROSE ELEMENTARY SCHOOL,540060000423,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,2.00,11.00,0.00,13.00,2.00,0.00,0.00
WV,KANAWHA COUNTY SCHOOLS,WV,MONTROSE ELEMENTARY SCHOOL,540060000423,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,2.00,2.00,0.00,4.00,2.00,0.00,0.00
WV,KANAWHA COUNTY SCHOOLS,WV,MONTROSE ELEMENTARY SCHOOL,540060000423,2013,Total enrollment,M,0.00,2.00,0.00,0.00,20.00,134.00,0.00,156.00,22.00,2.00,2.00
WV,KANAWHA COUNTY SCHOOLS,WV,MONTROSE ELEMENTARY SCHOOL,540060000423,2013,Total enrollment,F,0.00,0.00,0.00,0.00,11.00,110.00,5.00,126.00,10.00,2.00,0.00
WV,BROOKE COUNTY SCHOOLS,WV,COLLIER PRIMARY SCHOOL,540015000077,2015,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,5.00,11.00,0.00,16.00,8.00,0.00,0.00
WV,BROOKE COUNTY SCHOOLS,WV,COLLIER PRIMARY SCHOOL,540015000077,2015,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,2.00,14.00,0.00,16.00,8.00,0.00,0.00
WV,BROOKE COUNTY SCHOOLS,WV,COLLIER PRIMARY SCHOOL,540015000077,2015,Total enrollment,M,0.00,0.00,0.00,2.00,5.00,92.00,2.00,101.00,34.00,2.00,0.00
WV,BROOKE COUNTY SCHOOLS,WV,COLLIER PRIMARY SCHOOL,540015000077,2015,Total enrollment,F,0.00,0.00,0.00,0.00,2.00,77.00,2.00,81.00,19.00,0.00,0.00
WV,BROOKE COUNTY SCHOOLS,WV,FOLLANSBEE MIDDLE SCHOOL,540015000080,2015,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,2.00,86.00,5.00,93.00,38.00,5.00,0.00
WV,BROOKE COUNTY SCHOOLS,WV,FOLLANSBEE MIDDLE SCHOOL,540015000080,2015,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,2.00,0.00,65.00,5.00,72.00,14.00,5.00,0.00
WV,BROOKE COUNTY SCHOOLS,WV,FOLLANSBEE MIDDLE SCHOOL,540015000080,2015,Total enrollment,M,0.00,2.00,0.00,2.00,5.00,245.00,11.00,265.00,73.00,14.00,0.00
WV,BROOKE COUNTY SCHOOLS,WV,FOLLANSBEE MIDDLE SCHOOL,540015000080,2015,Total enrollment,F,0.00,2.00,0.00,2.00,5.00,221.00,8.00,238.00,34.00,8.00,0.00
WV,BROOKE COUNTY SCHOOLS,WV,FRANKLIN PRIMARY SCHOOL,540015000081,2015,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,0.00,8.00,0.00,8.00,2.00,0.00,0.00
WV,BROOKE COUNTY SCHOOLS,WV,FRANKLIN PRIMARY SCHOOL,540015000081,2015,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,0.00,8.00,0.00,8.00,2.00,0.00,0.00
WV,BROOKE COUNTY SCHOOLS,WV,FRANKLIN PRIMARY SCHOOL,540015000081,2015,Total enrollment,M,0.00,0.00,0.00,0.00,0.00,80.00,2.00,82.00,16.00,2.00,0.00
WV,BROOKE COUNTY SCHOOLS,WV,FRANKLIN PRIMARY SCHOOL,540015000081,2015,Total enrollment,F,0.00,0.00,0.00,2.00,2.00,80.00,0.00,84.00,4.00,0.00,0.00
WV,BROOKE COUNTY SCHOOLS,WV,HOOVERSON HEIGHTS PRIMARY SCHOOL,540015000083,2015,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,0.00,14.00,2.00,16.00,8.00,0.00,0.00
WV,BROOKE COUNTY SCHOOLS,WV,HOOVERSON HEIGHTS PRIMARY SCHOOL,540015000083,2015,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,0.00,11.00,2.00,13.00,5.00,0.00,0.00
WV,BROOKE COUNTY SCHOOLS,WV,HOOVERSON HEIGHTS PRIMARY SCHOOL,540015000083,2015,Total enrollment,M,0.00,0.00,0.00,0.00,0.00,77.00,2.00,79.00,37.00,2.00,0.00
WV,BROOKE COUNTY SCHOOLS,WV,HOOVERSON HEIGHTS PRIMARY SCHOOL,540015000083,2015,Total enrollment,F,0.00,0.00,0.00,0.00,2.00,74.00,2.00,78.00,19.00,0.00,0.00
WV,BROOKE COUNTY SCHOOLS,WV,JEFFERSON PRIMARY SCHOOL,540015000084,2015,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,0.00,20.00,2.00,22.00,11.00,0.00,0.00
WV,BROOKE COUNTY SCHOOLS,WV,JEFFERSON PRIMARY SCHOOL,540015000084,2015,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,0.00,26.00,2.00,28.00,5.00,2.00,0.00
WV,BROOKE COUNTY SCHOOLS,WV,JEFFERSON PRIMARY SCHOOL,540015000084,2015,Total enrollment,M,2.00,0.00,0.00,0.00,2.00,122.00,2.00,128.00,43.00,0.00,0.00
WV,BROOKE COUNTY SCHOOLS,WV,JEFFERSON PRIMARY SCHOOL,540015000084,2015,Total enrollment,F,0.00,0.00,0.00,2.00,0.00,92.00,2.00,96.00,16.00,2.00,0.00
WV,BROOKE COUNTY SCHOOLS,WV,LAURETTA B MILLSOP PRIMARY SCHOOL,540015000085,2015,Students absent 15 or more school dates during school year,M,0.00,2.00,0.00,0.00,0.00,5.00,0.00,7.00,2.00,0.00,2.00
WV,BROOKE COUNTY SCHOOLS,WV,LAURETTA B MILLSOP PRIMARY SCHOOL,540015000085,2015,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,0.00,8.00,2.00,10.00,5.00,0.00,0.00
WV,BROOKE COUNTY SCHOOLS,WV,LAURETTA B MILLSOP PRIMARY SCHOOL,540015000085,2015,Total enrollment,M,0.00,2.00,0.00,2.00,0.00,38.00,0.00,42.00,10.00,0.00,2.00
WV,BROOKE COUNTY SCHOOLS,WV,LAURETTA B MILLSOP PRIMARY SCHOOL,540015000085,2015,Total enrollment,F,0.00,0.00,0.00,0.00,2.00,41.00,2.00,45.00,4.00,0.00,0.00
WV,BROOKE COUNTY SCHOOLS,WV,WELLSBURG MIDDLE SCHOOL,540015000086,2015,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,0.00,53.00,0.00,53.00,20.00,2.00,0.00
WV,BROOKE COUNTY SCHOOLS,WV,WELLSBURG MIDDLE SCHOOL,540015000086,2015,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,2.00,2.00,44.00,2.00,50.00,8.00,2.00,0.00
WV,BROOKE COUNTY SCHOOLS,WV,WELLSBURG MIDDLE SCHOOL,540015000086,2015,Total enrollment,M,0.00,2.00,0.00,0.00,2.00,227.00,2.00,233.00,58.00,11.00,0.00
WV,BROOKE COUNTY SCHOOLS,WV,WELLSBURG MIDDLE SCHOOL,540015000086,2015,Total enrollment,F,0.00,0.00,0.00,2.00,8.00,185.00,2.00,197.00,31.00,5.00,0.00
WV,KANAWHA COUNTY SCHOOLS,WV,CROSS LANES ELEMENTARY SCHOOL,540060000378,2015,Students absent 15 or more school dates during school year,M,2.00,0.00,0.00,2.00,5.00,32.00,2.00,43.00,20.00,2.00,0.00
WV,KANAWHA COUNTY SCHOOLS,WV,CROSS LANES ELEMENTARY SCHOOL,540060000378,2015,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,0.00,23.00,2.00,25.00,11.00,0.00,0.00
