Lea State,LEA,School State,School,ID,Year,Category,Sex,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
WA,CAMAS SCHOOL DISTRICT,WA,GRASS VALLEY ELEMENTARY,530081003312,2013,Students absent 15 or more school dates during school year,M,0.00,2.00,0.00,2.00,0.00,17.00,2.00,23.00,11.00,0.00,2.00
WA,CAMAS SCHOOL DISTRICT,WA,GRASS VALLEY ELEMENTARY,530081003312,2013,Students absent 15 or more school dates during school year,F,0.00,2.00,0.00,5.00,0.00,14.00,2.00,23.00,2.00,0.00,0.00
WA,CAMAS SCHOOL DISTRICT,WA,GRASS VALLEY ELEMENTARY,530081003312,2013,Total enrollment,M,0.00,17.00,0.00,26.00,2.00,194.00,23.00,262.00,40.00,0.00,8.00
WA,CAMAS SCHOOL DISTRICT,WA,GRASS VALLEY ELEMENTARY,530081003312,2013,Total enrollment,F,0.00,20.00,2.00,17.00,2.00,176.00,26.00,243.00,16.00,2.00,5.00
WA,CAMAS SCHOOL DISTRICT,WA,WOODBURN ELEMENTARY,530081003460,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,5.00,0.00,29.00,5.00,39.00,14.00,0.00,0.00
WA,CAMAS SCHOOL DISTRICT,WA,WOODBURN ELEMENTARY,530081003460,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,2.00,2.00,0.00,23.00,2.00,29.00,2.00,2.00,0.00
WA,CAMAS SCHOOL DISTRICT,WA,WOODBURN ELEMENTARY,530081003460,2013,Total enrollment,M,2.00,11.00,0.00,20.00,2.00,200.00,23.00,258.00,49.00,2.00,8.00
WA,CAMAS SCHOOL DISTRICT,WA,WOODBURN ELEMENTARY,530081003460,2013,Total enrollment,F,2.00,5.00,2.00,17.00,0.00,158.00,14.00,198.00,13.00,5.00,5.00
WA,CAPE FLATTERY SCHOOL DISTRICT,WA,CLALLAM BAY HIGH & ELEMENTARY,530084000164,2013,Students absent 15 or more school dates during school year,M,2.00,0.00,0.00,2.00,0.00,14.00,2.00,20.00,5.00,0.00,0.00
WA,CAPE FLATTERY SCHOOL DISTRICT,WA,CLALLAM BAY HIGH & ELEMENTARY,530084000164,2013,Students absent 15 or more school dates during school year,F,5.00,0.00,0.00,5.00,0.00,8.00,2.00,20.00,2.00,0.00,0.00
WA,CAPE FLATTERY SCHOOL DISTRICT,WA,CLALLAM BAY HIGH & ELEMENTARY,530084000164,2013,Total enrollment,M,2.00,0.00,0.00,11.00,0.00,35.00,11.00,59.00,7.00,0.00,0.00
WA,CAPE FLATTERY SCHOOL DISTRICT,WA,CLALLAM BAY HIGH & ELEMENTARY,530084000164,2013,Total enrollment,F,8.00,0.00,0.00,14.00,0.00,32.00,5.00,59.00,7.00,0.00,0.00
WA,CAPE FLATTERY SCHOOL DISTRICT,WA,NEAH BAY JUNIOR/ SENIOR HIGH SCHOOL,530084000165,2013,Students absent 15 or more school dates during school year,M,38.00,0.00,0.00,5.00,0.00,2.00,11.00,56.00,5.00,5.00,0.00
WA,CAPE FLATTERY SCHOOL DISTRICT,WA,NEAH BAY JUNIOR/ SENIOR HIGH SCHOOL,530084000165,2013,Students absent 15 or more school dates during school year,F,17.00,0.00,0.00,8.00,0.00,0.00,14.00,39.00,2.00,2.00,0.00
