Lea State,LEA,School State,School,ID,Year,Category,Sex,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
SC,Anderson 04,SC,Pendleton Elementary,450087000091,2015,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,5.00,14.00,5.00,24.00,8.00,0.00,0.00
SC,Anderson 04,SC,Pendleton Elementary,450087000091,2015,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,2.00,8.00,14.00,0.00,24.00,5.00,0.00,0.00
SC,Anderson 04,SC,Pendleton Elementary,450087000091,2015,Total enrollment,M,0.00,2.00,0.00,8.00,56.00,140.00,17.00,223.00,61.00,0.00,8.00
SC,Anderson 04,SC,Pendleton Elementary,450087000091,2015,Total enrollment,F,0.00,8.00,0.00,8.00,74.00,98.00,14.00,202.00,28.00,2.00,8.00
SC,Anderson 04,SC,Townville Elementary,450087000092,2015,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,2.00,14.00,0.00,16.00,5.00,0.00,0.00
SC,Anderson 04,SC,Townville Elementary,450087000092,2015,Students absent 15 or more school dates during school year,F,0.00,0.00,2.00,0.00,0.00,11.00,0.00,13.00,2.00,0.00,0.00
SC,Anderson 04,SC,Townville Elementary,450087000092,2015,Total enrollment,M,0.00,0.00,0.00,2.00,8.00,143.00,8.00,161.00,34.00,5.00,2.00
SC,Anderson 04,SC,Townville Elementary,450087000092,2015,Total enrollment,F,0.00,2.00,2.00,2.00,5.00,122.00,2.00,135.00,19.00,0.00,0.00
SC,Anderson 04,SC,Pendleton High,450087000094,2015,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,2.00,17.00,68.00,8.00,95.00,23.00,2.00,2.00
SC,Anderson 04,SC,Pendleton High,450087000094,2015,Students absent 15 or more school dates during school year,F,2.00,0.00,0.00,2.00,20.00,50.00,5.00,79.00,11.00,2.00,0.00
SC,Anderson 04,SC,Pendleton High,450087000094,2015,Total enrollment,M,0.00,5.00,0.00,11.00,71.00,350.00,14.00,451.00,79.00,11.00,8.00
SC,Anderson 04,SC,Pendleton High,450087000094,2015,Total enrollment,F,2.00,5.00,2.00,14.00,68.00,287.00,17.00,395.00,31.00,11.00,5.00
SC,Anderson 04,SC,Riverside Middle,450087001326,2015,Students absent 15 or more school dates during school year,M,0.00,2.00,0.00,2.00,2.00,26.00,2.00,34.00,11.00,2.00,2.00
SC,Anderson 04,SC,Riverside Middle,450087001326,2015,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,2.00,20.00,0.00,22.00,8.00,2.00,0.00
SC,Anderson 04,SC,Riverside Middle,450087001326,2015,Total enrollment,M,0.00,2.00,2.00,5.00,41.00,167.00,8.00,225.00,52.00,5.00,5.00
