Lea State,LEA,School State,School,ID,Year,Category,Sex,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
UT,CANYONS DISTRICT,UT,BELLA VISTA SCHOOL,490014200288,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,2.00,0.00,8.00,0.00,10.00,5.00,0.00,0.00
UT,CANYONS DISTRICT,UT,BELLA VISTA SCHOOL,490014200288,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,2.00,0.00,2.00,0.00,4.00,0.00,0.00,2.00
UT,CANYONS DISTRICT,UT,BELLA VISTA SCHOOL,490014200288,2013,Total enrollment,M,2.00,0.00,2.00,26.00,2.00,146.00,20.00,198.00,40.00,0.00,2.00
UT,CANYONS DISTRICT,UT,BELLA VISTA SCHOOL,490014200288,2013,Total enrollment,F,2.00,2.00,0.00,23.00,0.00,107.00,11.00,145.00,13.00,2.00,2.00
UT,CANYONS DISTRICT,UT,BRIGHTON HIGH,490014200291,2013,Students absent 15 or more school dates during school year,M,2.00,2.00,0.00,8.00,2.00,38.00,2.00,54.00,11.00,2.00,5.00
UT,CANYONS DISTRICT,UT,BRIGHTON HIGH,490014200291,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,2.00,2.00,2.00,29.00,5.00,40.00,2.00,2.00,0.00
UT,CANYONS DISTRICT,UT,BRIGHTON HIGH,490014200291,2013,Total enrollment,M,5.00,23.00,8.00,68.00,8.00,923.00,59.00,1094.00,73.00,26.00,8.00
UT,CANYONS DISTRICT,UT,BRIGHTON HIGH,490014200291,2013,Total enrollment,F,2.00,20.00,5.00,77.00,8.00,824.00,50.00,986.00,49.00,14.00,8.00
UT,CANYONS DISTRICT,UT,BROOKWOOD SCHOOL,490014200292,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
UT,CANYONS DISTRICT,UT,BROOKWOOD SCHOOL,490014200292,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
UT,CANYONS DISTRICT,UT,BROOKWOOD SCHOOL,490014200292,2013,Total enrollment,M,2.00,2.00,0.00,11.00,0.00,209.00,11.00,235.00,16.00,0.00,2.00
UT,CANYONS DISTRICT,UT,BROOKWOOD SCHOOL,490014200292,2013,Total enrollment,F,0.00,2.00,0.00,14.00,2.00,200.00,8.00,226.00,7.00,0.00,0.00
UT,CANYONS DISTRICT,UT,BUTLER MIDDLE,490014200293,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,2.00,11.00,2.00,59.00,5.00,79.00,23.00,2.00,2.00
