Lea State,LEA,School State,School,ID,Year,Category,Sex,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
NJ,EAST WINDSOR REGIONAL SCHOOL DISTRICT,NJ,MELVIN H. KREPS MIDDLE SCHOOL,340432003060,2013,Students absent 15 or more school dates during school year,M,0.00,2.00,0.00,23.00,2.00,17.00,0.00,44.00,11.00,0.00,8.00
NJ,EAST WINDSOR REGIONAL SCHOOL DISTRICT,NJ,MELVIN H. KREPS MIDDLE SCHOOL,340432003060,2013,Students absent 15 or more school dates during school year,F,0.00,2.00,0.00,14.00,5.00,23.00,2.00,46.00,2.00,0.00,8.00
NJ,EAST WINDSOR REGIONAL SCHOOL DISTRICT,NJ,MELVIN H. KREPS MIDDLE SCHOOL,340432003060,2013,Total enrollment,M,0.00,101.00,0.00,176.00,77.00,239.00,2.00,595.00,103.00,26.00,104.00
NJ,EAST WINDSOR REGIONAL SCHOOL DISTRICT,NJ,MELVIN H. KREPS MIDDLE SCHOOL,340432003060,2013,Total enrollment,F,0.00,98.00,0.00,176.00,53.00,224.00,5.00,556.00,49.00,17.00,110.00
NJ,EASTAMPTON TOWNSHIP SCHOOL DISTRICT,NJ,EASTAMPTON TOWNSHIP SCHOOL DISTRICT,340435001056,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,2.00,5.00,11.00,0.00,18.00,5.00,0.00,0.00
NJ,EASTAMPTON TOWNSHIP SCHOOL DISTRICT,NJ,EASTAMPTON TOWNSHIP SCHOOL DISTRICT,340435001056,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,5.00,5.00,14.00,0.00,24.00,5.00,0.00,0.00
NJ,EASTAMPTON TOWNSHIP SCHOOL DISTRICT,NJ,EASTAMPTON TOWNSHIP SCHOOL DISTRICT,340435001056,2013,Total enrollment,M,0.00,11.00,0.00,44.00,56.00,197.00,8.00,316.00,67.00,5.00,5.00
NJ,EASTAMPTON TOWNSHIP SCHOOL DISTRICT,NJ,EASTAMPTON TOWNSHIP SCHOOL DISTRICT,340435001056,2013,Total enrollment,F,0.00,8.00,0.00,41.00,71.00,173.00,5.00,298.00,49.00,8.00,2.00
NJ,EATONTOWN PUBLIC SCHOOL DISTRICT,NJ,MEMORIAL MIDDLE SCHOOL,340441003770,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,2.00,5.00,5.00,2.00,14.00,0.00,0.00,0.00
NJ,EATONTOWN PUBLIC SCHOOL DISTRICT,NJ,MEMORIAL MIDDLE SCHOOL,340441003770,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,5.00,2.00,8.00,0.00,15.00,0.00,0.00,0.00
NJ,EATONTOWN PUBLIC SCHOOL DISTRICT,NJ,MEMORIAL MIDDLE SCHOOL,340441003770,2013,Total enrollment,M,0.00,11.00,0.00,23.00,20.00,62.00,5.00,121.00,0.00,5.00,0.00
NJ,EATONTOWN PUBLIC SCHOOL DISTRICT,NJ,MEMORIAL MIDDLE SCHOOL,340441003770,2013,Total enrollment,F,0.00,14.00,0.00,17.00,26.00,56.00,5.00,118.00,0.00,2.00,0.00
NJ,ESTELL MANOR CITY SCHOOL DISTRICT,NJ,ESTELL MANOR ELEMENTARY SCHOOL,340486000102,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NJ,ESTELL MANOR CITY SCHOOL DISTRICT,NJ,ESTELL MANOR ELEMENTARY SCHOOL,340486000102,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NJ,ESTELL MANOR CITY SCHOOL DISTRICT,NJ,ESTELL MANOR ELEMENTARY SCHOOL,340486000102,2013,Total enrollment,M,0.00,2.00,0.00,2.00,5.00,83.00,2.00,94.00,10.00,2.00,0.00
NJ,ESTELL MANOR CITY SCHOOL DISTRICT,NJ,ESTELL MANOR ELEMENTARY SCHOOL,340486000102,2013,Total enrollment,F,0.00,2.00,0.00,0.00,2.00,89.00,2.00,95.00,4.00,2.00,0.00
NJ,EVESHAM TOWNSHIP SCHOOL DISTRICT,NJ,FRANCES DEMASI MIDDLE SCHOOL,340489000057,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,2.00,2.00,35.00,0.00,39.00,14.00,0.00,0.00
