Lea State,LEA,School State,School,ID,Year,Category,Sex,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
IL,BETHEL SD 82,IL,BETHEL GRADE SCHOOL,170618000305,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,0.00,5.00,2.00,7.00,2.00,0.00,0.00
IL,BETHEL SD 82,IL,BETHEL GRADE SCHOOL,170618000305,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,2.00,0.00,11.00,2.00,15.00,2.00,0.00,0.00
IL,BETHEL SD 82,IL,BETHEL GRADE SCHOOL,170618000305,2013,Total enrollment,M,0.00,0.00,2.00,2.00,2.00,65.00,8.00,79.00,28.00,2.00,0.00
IL,BETHEL SD 82,IL,BETHEL GRADE SCHOOL,170618000305,2013,Total enrollment,F,0.00,0.00,2.00,5.00,5.00,68.00,5.00,85.00,13.00,0.00,0.00
IL,BIG HOLLOW SD 38,IL,BIG HOLLOW MIDDLE SCHOOL,170627000307,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IL,BIG HOLLOW SD 38,IL,BIG HOLLOW MIDDLE SCHOOL,170627000307,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IL,BIG HOLLOW SD 38,IL,BIG HOLLOW MIDDLE SCHOOL,170627000307,2013,Total enrollment,M,2.00,26.00,0.00,53.00,14.00,281.00,8.00,384.00,22.00,0.00,5.00
IL,BIG HOLLOW SD 38,IL,BIG HOLLOW MIDDLE SCHOOL,170627000307,2013,Total enrollment,F,2.00,23.00,2.00,65.00,26.00,257.00,8.00,383.00,10.00,0.00,5.00
IL,BISMARCK HENNING CUSD,IL,BISMARCK-HENNING JR HIGH SCHOOL,170639000308,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,2.00,0.00,0.00
IL,BISMARCK HENNING CUSD,IL,BISMARCK-HENNING JR HIGH SCHOOL,170639000308,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,2.00,0.00,0.00
IL,BISMARCK HENNING CUSD,IL,BISMARCK-HENNING JR HIGH SCHOOL,170639000308,2013,Total enrollment,M,0.00,2.00,0.00,5.00,2.00,119.00,2.00,130.00,16.00,2.00,0.00
IL,BISMARCK HENNING CUSD,IL,BISMARCK-HENNING JR HIGH SCHOOL,170639000308,2013,Total enrollment,F,0.00,2.00,0.00,2.00,0.00,122.00,2.00,128.00,13.00,0.00,0.00
IL,BLOOMINGDALE SD 13,IL,WESTFIELD MIDDLE SCHOOL,170645000316,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00
IL,BLOOMINGDALE SD 13,IL,WESTFIELD MIDDLE SCHOOL,170645000316,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IL,BLOOMINGDALE SD 13,IL,WESTFIELD MIDDLE SCHOOL,170645000316,2013,Total enrollment,M,5.00,26.00,0.00,26.00,2.00,149.00,5.00,213.00,0.00,2.00,0.00
IL,BLOOMINGDALE SD 13,IL,WESTFIELD MIDDLE SCHOOL,170645000316,2013,Total enrollment,F,2.00,35.00,0.00,17.00,2.00,146.00,2.00,204.00,0.00,2.00,0.00
IL,BLOOMINGTON SD 87,IL,BLOOMINGTON JR HIGH SCHOOL,170648000319,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,5.00,11.00,5.00,2.00,23.00,11.00,0.00,2.00
IL,BLOOMINGTON SD 87,IL,BLOOMINGTON JR HIGH SCHOOL,170648000319,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,2.00,8.00,5.00,2.00,17.00,2.00,0.00,0.00
IL,BLOOMINGTON SD 87,IL,BLOOMINGTON JR HIGH SCHOOL,170648000319,2013,Total enrollment,M,2.00,20.00,2.00,77.00,158.00,314.00,53.00,626.00,97.00,14.00,17.00
IL,BLOOMINGTON SD 87,IL,BLOOMINGTON JR HIGH SCHOOL,170648000319,2013,Total enrollment,F,2.00,20.00,2.00,68.00,122.00,302.00,50.00,566.00,55.00,5.00,11.00
IL,BLUFORD CCSD 114,IL,BLUFORD ELEM SCHOOL,170663000349,2013,Students absent 15 or more school dates during school year,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IL,BLUFORD CCSD 114,IL,BLUFORD ELEM SCHOOL,170663000349,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IL,BLUFORD CCSD 114,IL,BLUFORD ELEM SCHOOL,170663000349,2013,Total enrollment,M,0.00,0.00,2.00,0.00,2.00,137.00,0.00,141.00,4.00,0.00,0.00
IL,BLUFORD CCSD 114,IL,BLUFORD ELEM SCHOOL,170663000349,2013,Total enrollment,F,0.00,0.00,0.00,0.00,0.00,140.00,0.00,140.00,4.00,0.00,0.00
IL,BOURBONNAIS SD 53,IL,BOURBONNAIS UPPER GRADE CENTER,170675000351,2013,Students absent 15 or more school dates during school year,M,0.00,2.00,0.00,2.00,8.00,44.00,2.00,58.00,17.00,2.00,0.00
IL,BOURBONNAIS SD 53,IL,BOURBONNAIS UPPER GRADE CENTER,170675000351,2013,Students absent 15 or more school dates during school year,F,0.00,0.00,0.00,5.00,8.00,47.00,2.00,62.00,8.00,2.00,0.00
IL,BOURBONNAIS SD 53,IL,BOURBONNAIS UPPER GRADE CENTER,170675000351,2013,Total enrollment,M,2.00,8.00,0.00,23.00,35.00,203.00,11.00,282.00,55.00,11.00,2.00
IL,BOURBONNAIS SD 53,IL,BOURBONNAIS UPPER GRADE CENTER,170675000351,2013,Total enrollment,F,0.00,5.00,0.00,23.00,20.00,215.00,8.00,271.00,25.00,2.00,2.00
IL,Arthur CUSD 305,IL,Atwood-Hammond Grade School,170426000140,2017,Students absent 15 or more school dates during school year,M,,,,2.00,,10.00,,12.00,5.00,,1.00
IL,Arthur CUSD 305,IL,Atwood-Hammond Grade School,170426000140,2017,Students absent 15 or more school dates during school year,F,,,,2.00,,11.00,,13.00,2.00,,2.00
IL,Arthur CUSD 305,IL,Arthur Grade School,170426000120,2017,Students absent 15 or more school dates during school year,M,,,,,,13.00,,13.00,3.00,,
IL,Arthur CUSD 305,IL,Arthur Grade School,170426000120,2017,Students absent 15 or more school dates during school year,F,,,,1.00,,9.00,,10.00,3.00,,1.00
IL,Armstrong-Ellis Cons SD 61,IL,Armstrong-Ellis Elem School,170420000118,2017,Students absent 15 or more school dates during school year,M,,,,,,3.00,,3.00,,,
IL,Armstrong-Ellis Cons SD 61,IL,Armstrong-Ellis Elem School,170420000118,2017,Students absent 15 or more school dates during school year,F,,,,,,4.00,,4.00,,,
IL,Aurora East USD 131,IL,Henry W Cowherd Middle School,170468000040,2017,Students absent 15 or more school dates during school year,M,,,,94.00,23.00,4.00,2.00,123.00,30.00,,30.00
IL,Aurora East USD 131,IL,Henry W Cowherd Middle School,170468000040,2017,Students absent 15 or more school dates during school year,F,,2.00,,87.00,16.00,10.00,,115.00,23.00,,31.00
IL,Aurora West USD 129,IL,Hope D Wall TMH Child Dev Ctr,170471000169,2017,Students absent 15 or more school dates during school year,M,,1.00,,11.00,2.00,1.00,1.00,16.00,16.00,,8.00
IL,Aurora West USD 129,IL,Hope D Wall TMH Child Dev Ctr,170471000169,2017,Students absent 15 or more school dates during school year,F,,1.00,,7.00,1.00,3.00,,12.00,12.00,,3.00
IL,Aurora West USD 129,IL,Jefferson Middle School,170471000173,2017,Students absent 15 or more school dates during school year,M,,,,35.00,12.00,8.00,3.00,58.00,15.00,,6.00
IL,Aurora West USD 129,IL,Jefferson Middle School,170471000173,2017,Students absent 15 or more school dates during school year,F,1.00,1.00,,34.00,11.00,8.00,,55.00,9.00,,10.00
IL,Aurora West USD 129,IL,Jewel Middle School,170471002889,2017,Students absent 15 or more school dates during school year,M,,,,21.00,5.00,14.00,,40.00,10.00,,6.00
IL,Aurora West USD 129,IL,Jewel Middle School,170471002889,2017,Students absent 15 or more school dates during school year,F,,,,18.00,3.00,7.00,2.00,30.00,6.00,,4.00
IL,Aurora East USD 131,IL,C F Simmons Middle School,170468000144,2017,Students absent 15 or more school dates during school year,M,,,,88.00,16.00,6.00,2.00,112.00,30.00,,31.00
IL,Aurora East USD 131,IL,C F Simmons Middle School,170468000144,2017,Students absent 15 or more school dates during school year,F,,2.00,,104.00,12.00,2.00,3.00,123.00,24.00,,42.00
IL,Aurora East USD 131,IL,K D Waldo Middle School,170468000149,2017,Students absent 15 or more school dates during school year,M,,,,131.00,21.00,7.00,2.00,161.00,33.00,,33.00
IL,Aurora East USD 131,IL,K D Waldo Middle School,170468000149,2017,Students absent 15 or more school dates during school year,F,1.00,,1.00,95.00,20.00,7.00,1.00,125.00,21.00,,21.00
IL,Aurora East USD 131,IL,Fred Rodgers Magnet Acad,170468006248,2017,Students absent 15 or more school dates during school year,M,,,,8.00,1.00,2.00,1.00,12.00,1.00,,
IL,Aurora East USD 131,IL,Fred Rodgers Magnet Acad,170468006248,2017,Students absent 15 or more school dates during school year,F,,,,18.00,,,3.00,21.00,,,2.00
IL,Aurora West USD 129,IL,Washington Middle School,170471000160,2017,Students absent 15 or more school dates during school year,M,,1.00,,52.00,11.00,15.00,,79.00,17.00,,32.00
IL,Aurora West USD 129,IL,Washington Middle School,170471000160,2017,Students absent 15 or more school dates during school year,F,,,,58.00,9.00,13.00,2.00,82.00,15.00,,12.00
IL,Aurora West USD 129,IL,Herget Middle School,170471005616,2017,Students absent 15 or more school dates during school year,M,,,,20.00,8.00,12.00,3.00,43.00,11.00,,8.00
IL,Aurora West USD 129,IL,Herget Middle School,170471005616,2017,Students absent 15 or more school dates during school year,F,,1.00,,26.00,2.00,11.00,1.00,41.00,11.00,,4.00
IL,Aviston SD 21,IL,Aviston Elem School,170474000175,2017,Students absent 15 or more school dates during school year,M,,,,,,3.00,,3.00,,,
IL,Aviston SD 21,IL,Aviston Elem School,170474000175,2017,Students absent 15 or more school dates during school year,F,,,,1.00,,4.00,,5.00,2.00,,
IL,Avoca SD 37,IL,Marie Murphy School,170480000043,2017,Students absent 15 or more school dates during school year,M,,,,,,5.00,,5.00,1.00,,
IL,Avoca SD 37,IL,Marie Murphy School,170480000043,2017,Students absent 15 or more school dates during school year,F,,1.00,,,,4.00,,5.00,2.00,,
IL,Ball Chatham CUSD 5,IL,Glenwood Middle School,170492000185,2017,Students absent 15 or more school dates during school year,M,,2.00,,2.00,2.00,28.00,3.00,37.00,8.00,,
IL,Ball Chatham CUSD 5,IL,Glenwood Middle School,170492000185,2017,Students absent 15 or more school dates during school year,F,,1.00,,1.00,4.00,30.00,2.00,38.00,6.00,,
IL,Bannockburn SD 106,IL,Bannockburn School,170495000186,2017,Students absent 15 or more school dates during school year,M,,1.00,,,,3.00,,4.00,,,1.00
IL,Bannockburn SD 106,IL,Bannockburn School,170495000186,2017,Students absent 15 or more school dates during school year,F,,1.00,,,,1.00,,2.00,,,
IL,Barrington CUSD 220,IL,Barrington Mdle Sch- Prairie Cmps,170505000044,2017,Students absent 15 or more school dates during school year,M,,1.00,,8.00,2.00,29.00,2.00,42.00,15.00,,1.00
IL,Barrington CUSD 220,IL,Barrington Mdle Sch- Prairie Cmps,170505000044,2017,Students absent 15 or more school dates during school year,F,,2.00,,11.00,,23.00,1.00,37.00,12.00,,3.00
